Temperature,Humidity,Precipitation,Wind_Speed,Solar_Radiation,Nitrogen_Content,Phosphorous_Content,Potassium_Content,Soil_pH,Crop_Type
23.988962852336698,39.25664644193098,26.170568373590598,13.45405988417796,457.5967026268742,39.363552027744205,32.4128477038911,5.819918209333119,7.601339619736978,coconut
37.81714335383799,57.0950473689179,24.697879907199983,15.933627943827446,644.3458634399891,47.34356593750214,8.619318105258312,28.0158792346694,7.436415022065638,pigeonpeas
32.56785460347372,73.64729179382041,90.62545805210367,5.00935797584998,608.1287438321273,85.45473932021804,43.619728167740746,124.68687076349137,4.478770993316788,blackgram
29.36780362072888,66.61124432047805,24.95461998495061,12.497481992139978,123.11992375501895,34.00043860598922,30.655811953462077,115.01525345075036,8.612862024529,banana
18.744447370618477,70.32805739307248,27.1949726128631,11.434919662874973,119.39957579317912,86.96496848121713,7.8601941778477125,52.596403718572034,6.8423610107840975,mothbeans
18.743868488068863,62.93916833553587,75.93982624179637,16.65660753576542,214.53949419593067,8.813443097669149,48.116902874060344,56.52159416613187,5.818627605678421,blackgram
16.394006692036786,64.61382822589263,44.973984245054,18.12174120962521,288.8597810728298,77.67984372086308,25.91827316676603,80.03316503303692,7.782692917476533,maize
35.788227498598445,72.45978257826596,77.67105569551812,0.24313542954773615,326.7644651267861,84.75476330547363,3.6449225935827503,0.0361507027701824,5.28682729200817,papaya
29.426760281837012,42.483400442959294,6.536615756438524,13.480398381175853,543.7577734666762,18.181765283733874,31.34164522075336,36.18665040570418,7.4675491852316025,mothbeans
31.993741867105093,54.47124818215703,48.75711936733843,1.0367159823945804,45.34434573266832,43.03465323722004,12.65994535064051,31.234771291232168,4.198556037861236,mungbean
15.494027863099259,41.06047209098011,3.3613600183282633,10.977173301547118,27.73816338085311,16.54997746636556,40.18467259386512,37.57244201246452,8.19704018804636,mothbeans
38.277836451887865,79.38340039983234,6.265320345535452,5.752654580873564,313.52845035512723,70.66041289942177,40.891103678309534,120.8858763800162,6.2408542351065925,chickpea
34.97862337921012,77.20296698433066,90.64374533444109,6.135531990442824,557.7309537103844,53.534776806165674,48.94736779273309,41.951078481966476,7.183464571789709,muskmelon
20.096138656278626,31.971340568425294,13.924537111759516,7.0591700690471315,154.74827436518606,63.5323346708321,25.093476551225187,28.728198307522224,5.106189099033418,coconut
19.363799212970413,65.27875862578442,53.24206822752171,12.425848980992203,513.2035850050014,19.648696695621116,22.747843986386858,75.63951911895472,7.385368563292239,rice
19.401708236482413,76.26241587078329,41.10956026007065,6.680999313375384,207.86251035223958,21.17458620524195,37.67378027232403,129.8467554559098,7.861201379466383,papaya
22.301813831028905,39.02876725636668,34.73433262588427,14.653981011805609,708.8688870508131,4.149732550990636,6.623532817096328,36.20245557562498,6.366065934421994,lentil
27.594154359173707,58.39726152763147,89.98333456872724,8.090547711477393,716.5519554132932,32.20675351957297,27.34577568965621,11.780436418919804,7.088634620308971,mothbeans
25.36668044741078,75.77441487940209,2.18233967754895,1.3670640061991723,237.8297634250612,55.97446613336749,27.312380006542547,53.46071037744971,6.2816296191119925,kidneybeans
21.989499364753005,31.697298929289943,66.37896861755891,15.675196849682145,183.9950031705924,85.79349139973289,4.473656140519361,112.14777368474667,8.470456846289228,rice
29.684469473337106,64.871013362342,96.33944342135504,5.71516649185412,329.04317765298504,66.69274474586807,20.899204275345678,82.6035817042192,6.489345902571596,rice
18.347852655649003,44.86745036862754,56.016818346184195,8.655337591985253,192.42526814411897,43.53963233997514,42.6642399283601,122.51900543615211,8.209043545144095,pomegranate
22.011471564845237,76.21980976882652,93.68224620330918,13.708877664438031,537.9070746333629,95.31201143941378,42.80768109973302,143.9388221413851,8.006760291351242,lentil
23.7926842390486,78.55291225826838,5.225787928602377,6.64912314297424,660.8517476386285,71.92452005758318,4.96188324598405,118.89937151274256,6.0525241067417825,papaya
25.94567962120886,77.2133244556717,41.87933190741614,1.1317131229343125,538.4737047289736,93.016520286255,4.536044137391543,90.570461826563,5.150422459287375,papaya
